name: 🇨🇿 Czechia-8006 | avg_speed: 32.701 MB/s | delay: 17 ms
name: 🏁 Relay-3083 | avg_speed: 0.000 MB/s | delay: 95 ms
name: 🏁 Relay-3728 | avg_speed: 0.000 MB/s | delay: 95 ms
name: 🏁 Relay-1983 | avg_speed: 0.000 MB/s | delay: 95 ms
name: 🏁 Relay-5707 | avg_speed: 0.000 MB/s | delay: 95 ms
name: 🏁 Relay-4415 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-1340 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-2437 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-5119 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-3945 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-7116 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-2280 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-6013 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-4081 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-1332 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-9680 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-5323 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-5967 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-9879 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-9628 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-6977 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-1186 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🏁 Relay-2748 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🇸🇨 Seychelles-1792 | avg_speed: 0.000 MB/s | delay: 96 ms
name: 🇺🇸 USA-7140 | avg_speed: 1.281 MB/s | delay: 410 ms
name: 🇳🇱 Netherlands-2807 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-5764 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-5793 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-4431 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-3985 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-3643 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-3911 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-4801 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-7928 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-5785 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-4247 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-9911 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-6660 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-5608 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-9940 | avg_speed: 0.000 MB/s | delay: 97 ms
name: 🏁 Relay-7054 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-4244 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-5515 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-8716 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-1472 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🇲🇭 Marshall-Islands-8025 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-3915 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-9276 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-7104 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-7665 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-3050 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-6013 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-6258 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-9712 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-8252 | avg_speed: 0.000 MB/s | delay: 98 ms
name: 🏁 Relay-7530 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-9763 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-5612 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-4008 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-7200 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-6386 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-7994 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-1144 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-5958 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-2085 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-2941 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-1933 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-7256 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-6730 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-7475 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-7384 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-2016 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-5447 | avg_speed: 0.000 MB/s | delay: 99 ms
name: 🏁 Relay-3207 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-7759 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-3653 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-2766 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-5888 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-5471 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-2357 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-5892 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-6898 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-7059 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-4921 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-3579 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-8944 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-3005 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🏁 Relay-1753 | avg_speed: 0.000 MB/s | delay: 100 ms
name: 🇺🇸 USA-8479 | avg_speed: 1.061 MB/s | delay: 360 ms
name: 🏁 Relay-2681 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🇬🇧 UK-4646 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-5283 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-5360 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-6283 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-2565 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-7315 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-6326 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-7800 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-4080 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-7630 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-1294 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-9667 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-3251 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-1048 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-5192 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🏁 Relay-9437 | avg_speed: 0.000 MB/s | delay: 101 ms
name: 🇯🇵 Japan-1830 | avg_speed: 1.955 MB/s | delay: 580 ms
name: 🏁 Relay-2940 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-1885 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-7262 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-8669 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🇸🇨 Seychelles-9052 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-7680 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-8258 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-1985 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-2790 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-3168 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-5795 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-1380 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-9602 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-4491 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-2408 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-1829 | avg_speed: 0.000 MB/s | delay: 102 ms
name: 🏁 Relay-4946 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-8892 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-2453 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-1169 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-1869 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-7719 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-6883 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-2241 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-2734 | avg_speed: 0.000 MB/s | delay: 103 ms
name: 🏁 Relay-1451 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-9080 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-6190 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-2428 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-8725 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-2385 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-6072 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-6834 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-3855 | avg_speed: 0.000 MB/s | delay: 104 ms
name: 🏁 Relay-6422 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-9012 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-9627 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-2478 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-8860 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-1457 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-3369 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-8864 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-6475 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-7056 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-1126 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-1692 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-5902 | avg_speed: 0.000 MB/s | delay: 105 ms
name: 🏁 Relay-9380 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🇸🇨 Seychelles-1919 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-1827 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-3161 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-8176 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-9849 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-9289 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-4894 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-9998 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-7156 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-2844 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-9114 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-8338 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🇺🇸 USA-4871 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🇸🇬 Singapore-2952 | avg_speed: 1.401 MB/s | delay: 449 ms
name: 🇺🇸 USA-2254 | avg_speed: 0.000 MB/s | delay: 106 ms
name: 🏁 Relay-4068 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-6825 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-7848 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-6397 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🇬🇧 UK-1917 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-3815 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-8658 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-3224 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🇺🇸 USA-6257 | avg_speed: 0.000 MB/s | delay: 107 ms
name: 🏁 Relay-5677 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-6820 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-1819 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-4377 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-2973 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-8032 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-9608 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-4326 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-5120 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-4302 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-2327 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-2763 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-6797 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-4033 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-1449 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-7390 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🏁 Relay-8002 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🇺🇸 USA-6845 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🇺🇸 USA-6579 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🇺🇸 USA-3467 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🇺🇸 USA-6946 | avg_speed: 0.000 MB/s | delay: 108 ms
name: 🇳🇱 Netherlands-7088 | avg_speed: 3.087 MB/s | delay: 864 ms
name: 🏁 Relay-1199 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-4673 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-3696 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-5463 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-4538 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-1501 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-6252 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-6169 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-3141 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🏁 Relay-5002 | avg_speed: 0.000 MB/s | delay: 109 ms
name: 🇩🇪 Germany-2138 | avg_speed: 1.102 MB/s | delay: 379 ms
name: 🏁 Relay-6107 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-9456 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-6751 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-7510 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-8557 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🇬🇧 UK-7684 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-5060 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-3954 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-2061 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-3276 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-6777 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🏁 Relay-8337 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🇺🇸 USA-7756 | avg_speed: 0.000 MB/s | delay: 110 ms
name: 🇪🇪 Estonia-9088 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-2620 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-2259 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-7324 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-4181 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-8286 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-7516 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-4000 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-7783 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🇮🇲 Isle-of-Man-2629 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-7138 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🏁 Relay-9559 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🇺🇸 USA-2188 | avg_speed: 1.760 MB/s | delay: 542 ms
name: 🇺🇸 USA-3964 | avg_speed: 0.000 MB/s | delay: 111 ms
name: 🇺🇸 USA-8873 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-6394 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-4400 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-3821 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-7113 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-7416 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-3164 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-6409 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🏁 Relay-8845 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🇨🇱 Chile-4833 | avg_speed: 1.931 MB/s | delay: 585 ms
name: 🇨🇦 Canada-5007 | avg_speed: 0.000 MB/s | delay: 112 ms
name: 🇺🇸 USA-8797 | avg_speed: 1.582 MB/s | delay: 500 ms
name: 🏁 Relay-5088 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🏁 Relay-6616 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🏁 Relay-4088 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🏁 Relay-3846 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🏁 Relay-6554 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🏁 Relay-6050 | avg_speed: 0.000 MB/s | delay: 113 ms
name: 🇩🇪 Germany-2462 | avg_speed: 1.531 MB/s | delay: 488 ms
name: 🏁 Relay-5535 | avg_speed: 0.000 MB/s | delay: 114 ms
name: 🏁 Relay-9024 | avg_speed: 0.000 MB/s | delay: 114 ms
name: 🏁 Relay-1635 | avg_speed: 0.000 MB/s | delay: 114 ms
name: 🏁 Relay-7600 | avg_speed: 0.000 MB/s | delay: 114 ms
name: 🇯🇵 Japan-3566 | avg_speed: 1.933 MB/s | delay: 587 ms
name: 🇯🇵 Japan-8801 | avg_speed: 1.936 MB/s | delay: 588 ms
name: 🏁 Relay-5345 | avg_speed: 0.000 MB/s | delay: 115 ms
name: 🏁 Relay-5540 | avg_speed: 0.000 MB/s | delay: 115 ms
name: 🏁 Relay-5507 | avg_speed: 0.000 MB/s | delay: 115 ms
name: 🏁 Relay-7882 | avg_speed: 0.000 MB/s | delay: 115 ms
name: 🇯🇵 Japan-3295 | avg_speed: 1.961 MB/s | delay: 595 ms
name: 🏁 Relay-5509 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-3099 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-7157 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-1214 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-1718 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-7618 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🇺🇸 USA-2664 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🇺🇸 USA-1661 | avg_speed: 0.000 MB/s | delay: 116 ms
name: 🏁 Relay-2650 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🏁 Relay-1260 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🏁 Relay-8112 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🏁 Relay-5491 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🏁 Relay-7234 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🇬🇧 UK-7053 | avg_speed: 0.392 MB/s | delay: 213 ms
name: 🇺🇸 USA-7550 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🇺🇸 USA-2586 | avg_speed: 0.000 MB/s | delay: 117 ms
name: 🇺🇸 USA-7227 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-8180 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-3366 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🇬🇧 UK-8710 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-5840 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-3945 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-8375 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-4703 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🇸🇮 Slovenia-6910 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🏁 Relay-7024 | avg_speed: 0.000 MB/s | delay: 118 ms
name: 🇺🇸 USA-2416 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🇺🇸 USA-4926 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-7153 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-8311 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-5085 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-4370 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-8730 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-9052 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-4742 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🏁 Relay-9014 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🇩🇪 Germany-4069 | avg_speed: 1.254 MB/s | delay: 426 ms
name: 🇺🇸 USA-8379 | avg_speed: 0.000 MB/s | delay: 119 ms
name: 🇸🇪 Sweden-4626 | avg_speed: 1.742 MB/s | delay: 546 ms
name: 🏁 Relay-4786 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🇺🇸 USA-7524 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🏁 Relay-5510 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🏁 Relay-4889 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🇷🇴 Romania-7939 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🏁 Relay-9607 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🏁 Relay-6694 | avg_speed: 0.000 MB/s | delay: 120 ms
name: 🇪🇪 Estonia-2471 | avg_speed: 1.743 MB/s | delay: 547 ms
name: 🇬🇧 UK-1188 | avg_speed: 1.595 MB/s | delay: 511 ms
name: 🏁 Relay-5751 | avg_speed: 0.000 MB/s | delay: 121 ms
name: 🏁 Relay-2805 | avg_speed: 0.000 MB/s | delay: 121 ms
name: 🇿🇦 South-Africa-3125 | avg_speed: 0.000 MB/s | delay: 121 ms
name: 🏁 Relay-2786 | avg_speed: 0.000 MB/s | delay: 121 ms
name: 🏁 Relay-7319 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-8926 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-2363 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-4309 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-5029 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🇩🇪 Germany-3084 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-4282 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🏁 Relay-9026 | avg_speed: 0.000 MB/s | delay: 122 ms
name: 🇩🇪 Germany-6214 | avg_speed: 1.235 MB/s | delay: 425 ms
name: 🏁 Relay-7035 | avg_speed: 0.000 MB/s | delay: 123 ms
name: 🏁 Relay-2004 | avg_speed: 0.000 MB/s | delay: 123 ms
name: 🏁 Relay-5021 | avg_speed: 0.000 MB/s | delay: 123 ms
name: 🇦🇺 Australia-4390 | avg_speed: 0.000 MB/s | delay: 124 ms
name: 🏁 Relay-3940 | avg_speed: 0.000 MB/s | delay: 124 ms
name: 🏁 Relay-7774 | avg_speed: 0.000 MB/s | delay: 124 ms
name: 🇨🇦 Canada-4562 | avg_speed: 0.000 MB/s | delay: 125 ms
name: 🇬🇧 UK-8683 | avg_speed: 0.000 MB/s | delay: 125 ms
name: 🏁 Relay-5257 | avg_speed: 0.000 MB/s | delay: 125 ms
name: 🏁 Relay-5260 | avg_speed: 0.000 MB/s | delay: 125 ms
name: 🇺🇸 USA-4096 | avg_speed: 1.774 MB/s | delay: 559 ms
name: 🇫🇷 France-1977 | avg_speed: 0.660 MB/s | delay: 287 ms
name: 🇸🇬 Singapore-6608 | avg_speed: 1.824 MB/s | delay: 572 ms
name: 🏁 Relay-2667 | avg_speed: 0.000 MB/s | delay: 126 ms
name: 🏁 Relay-9420 | avg_speed: 0.000 MB/s | delay: 126 ms
